codigo,curso,seccion,modalidad,edificio,salon,inicio,final,dias,catedratico,auxiliar,detalle
0006,IDIOMA TECNICO 1,J,PRESENCIAL,S-12,102,07:10,08:50,MA MI,ERICKA NATHALIE LOPEZ TORRES,SIN AUXILIAR,Ver Restricciones
0017,AREA SOCIAL HUMANISTICA 1,J,PRESENCIAL,S-12,310,10:40,11:30,LU MA MI  VI,MONICA MARLENI QUIÑONEZ ANDRADE,SIN AUXILIAR,Ver Restricciones
0039,DEPORTES 1,J,PRESENCIAL,T-3,317,12:20,13:10,VI,NOEL JOEL GRAMAJO MONTERROSO,JOSÉ EMANUEL SALAZAR CANO,Ver Restricciones
0101,AREA MATEMATICA BASICA 1,J,PRESENCIAL,S-12,407,09:00,10:40,LU MA MI  VI,SILVIA CAROLINA LEMUS CASTRO,WERNNER STEV VÁSQUEZ BRAN,Ver Restricciones
2005,PRACTICAS FINALES INGENIERIA INDUSTRIAL,J,PRESENCIAL,EPS,EPS-1,20:40,21:30,JU,SINDY MASSIEL GODINEZ BAUTISTA,SIN AUXILIAR,Sin restricciones
0005,TECNICAS DE ESTUDIO E INVESTIGACION,J,PRESENCIAL,T-3,410,08:50,09:40,SA,KENNETH ISSUR ESTRADA RUIZ,SIN AUXILIAR,Sin restricciones
0147,FISICA BASICA,J1,PRESENCIAL,S-11,LAB-FIS1,16:30,18:10,MI,PEDRO PABLO GUZMAN MILIAN,SIN AUXILIAR,Sin restricciones
0147,FISICA BASICA,J2,PRESENCIAL,S-11,LAB-FIS2,16:30,18:10,MI,KARINA NOHEMI RAMIREZ ORELLANA,SIN AUXILIAR,Sin restricciones
0522,PROCESOS DE MANUFACTURA 2,.K,PRESENCIAL,T-7,CNC,15:40,17:20,MA,VICTOR MANUEL RUIZ HERNANDEZ,SIN AUXILIAR,Sin restricciones
0200,INGENIERIA ELECTRICA 1,_K,PRESENCIAL,T-1,LAB ELEC,17:20,19:00,MA,BRIAN  ENRIQUE CHICOL  MORALES,SIN AUXILIAR,Sin restricciones
0354,QUIMICA 3,_K,PRESENCIAL,T-5,LAB-Q1,13:50,16:20,SA,GERARDO ORDONEZ,DIEGO ALEJANDRO MONTÚFAR MONNEY,Sin restricciones
0520,PROCESOS DE MANUFACTURA 1,_K,PRESENCIAL,T-7,LAB-MEC,09:00,10:40,MI,LUIS EDUARDO CORONADO NOJ,SIN AUXILIAR,Sin restricciones
0522,PROCESOS DE MANUFACTURA 2,_K,PRESENCIAL,T-7,LAB-MEC,09:00,10:40,MI,CARLOS ENRIQUE CHICOL CABRERA,SIN AUXILIAR,Sin restricciones
0005,TECNICAS DE ESTUDIO E INVESTIGACION,K,PRESENCIAL,T-3,414,15:40,17:20,LU,KENNETH LUBECK CORADO ESQUIVEL,SIN AUXILIAR,Sin restricciones
0006,IDIOMA TECNICO 1,K,PRESENCIAL,S-12,102,10:40,12:20,LU  MI,ERICKA NATHALIE LOPEZ TORRES,SIN AUXILIAR,Sin restricciones
0101,AREA MATEMATICA BASICA 1,K,PRESENCIAL,S-12,404,07:10,08:50,LU MA MI  VI,FABIOLA BEATRIZ RAMIREZ PINTO,DILAN CARLOS ROLANDO GARCÍA MÉNDEZ,Sin restricciones
0348,QUIMICA GENERAL 1,K,PRESENCIAL,S-12,402,11:30,12:20,LU MA MI  VI,TANNIA MAGALY DE LEON MORAN,SIN AUXILIAR,Sin restricciones
2002,PRACTICAS FINALES INGENIERIA QUIMICA,K,PRESENCIAL,EPS,EPS-1,20:40,21:30,JU,SERGIO ALEJANDRO RECINOS,SIN AUXILIAR,Sin restricciones
0005,TECNICAS DE ESTUDIO E INVESTIGACION,K,PRESENCIAL,T-3,410,13:10,14:00,MI,INGRID MARISOL FLORES ESTRADA,SIN AUXILIAR,Sin restricciones
0147,FISICA BASICA,K1,PRESENCIAL,S-11,LAB-FIS2,14:00,15:40,MI,PEDRO PABLO GUZMAN MILIAN,SIN AUXILIAR,Sin restricciones
0152,FISICA 2,K1,PRESENCIAL,S-11,LAB-FIS1,14:00,15:40,JU,PEDRO PABLO GUZMAN MILIAN,SIN AUXILIAR,Sin restricciones
0348,QUIMICA GENERAL 1,K1,PRESENCIAL,T-5,LAB-Q1,14:00,15:40,VI,LOIDA LISBETH CHAMALÉ NIÑOS,SIN AUXILIAR,Sin restricciones
0147,FISICA BASICA,K2,PRESENCIAL,S-11,LAB-FIS1,14:00,15:40,MI,JOSE ALFREDO AGUILAR CHAMALE,SIN AUXILIAR,Sin restricciones
0152,FISICA 2,K2,PRESENCIAL,S-11,LAB-FIS3,14:00,15:40,JU,HAROL JOSE CARIAS DIEGUEZ,SIN AUXILIAR,Sin restricciones
0348,QUIMICA GENERAL 1,K2,PRESENCIAL,T-5,LAB-Q1,14:00,15:40,VI,LOIDA LISBETH CHAMALÉ NIÑOS,SIN AUXILIAR,Sin restricciones
0147,FISICA BASICA,K3,PRESENCIAL,S-11,LAB-FIS3,14:00,15:40,MI,HAROL JOSE CARIAS DIEGUEZ,SIN AUXILIAR,Sin restricciones
0152,FISICA 2,K3,PRESENCIAL,S-11,LAB-FIS2,14:00,15:40,JU,MARIO AUGUSTO LÓPEZ ORDOÑEZ,SIN AUXILIAR,Sin restricciones
0522,PROCESOS DE MANUFACTURA 2,.L,PRESENCIAL,T-7,CNC,15:40,17:20,MA,VICTOR MANUEL RUIZ HERNANDEZ,SIN AUXILIAR,Sin restricciones
0200,INGENIERIA ELECTRICA 1,_L,PRESENCIAL,T-1,LAB-ELEC,17:20,19:00,JU,BRIAN  ENRIQUE CHICOL  MORALES,SIN AUXILIAR,Sin restricciones
0520,PROCESOS DE MANUFACTURA 1,_L,PRESENCIAL,T-7,LAB-MEC,09:00,10:40,JU,LUIS EDUARDO CORONADO NOJ,SIN AUXILIAR,Sin restricciones
0522,PROCESOS DE MANUFACTURA 2,_L,PRESENCIAL,T-7,LAB-MEC,09:00,10:40,JU,CARLOS ENRIQUE CHICOL CABRERA,SIN AUXILIAR,Sin restricciones
0005,TECNICAS DE ESTUDIO E INVESTIGACION,L,PRESENCIAL,T-3,310,08:50,10:30,SA,EDWIN JOSUE IXPATA REYES,SIN AUXILIAR,Ver Restricciones
0017,AREA SOCIAL HUMANISTICA 1,L,PRESENCIAL,S-12,303,09:50,10:40,LU MA MI JU,PEDRO RAFAEL MORAN ARAGON,SIN AUXILIAR,Sin restricciones
0039,DEPORTES 1,L,PRESENCIAL,T-3,317,09:00,09:50,MI,NOEL JOEL GRAMAJO MONTERROSO,JOSÉ EMANUEL SALAZAR CANO,Ver Restricciones
0069,AREA TECNICA COMPLEMENTARIA 1,L,PRESENCIAL,S-11,105-DIB,09:00,10:40,VI,JUAN ALBERTO ORTIZ ESTURBAN,JULISSA PAMELA GARCÍA MORALES,Ver Restricciones
0101,AREA MATEMATICA BASICA 1,L,PRESENCIAL,S-12,106,07:10,08:50,LU MA MI  VI,OSCAR ALBERTO MARTINEZ LOBOS,SAUL ALEJANDRO CIFUENTES VIVAR,Ver Restricciones
0348,QUIMICA GENERAL 1,L,PRESENCIAL,T-7,102,08:00,08:50,LU MA MI  VI,TELMA MARICELA CANO MORALES,SIN AUXILIAR,Ver Restricciones
2001,PRACTICAS FINALES INGENIERIA CIVIL,L,PRESENCIAL,EPS,EPS-1,20:40,21:30,LU,CHRISTA DEL ROSARIO CLASSON REHWOLDT DE PINTO,SIN AUXILIAR,Sin restricciones
0005,TECNICAS DE ESTUDIO E INVESTIGACION,L,PRESENCIAL,T-3,410,10:30,11:20,SA,KENNETH ISSUR ESTRADA RUIZ,SIN AUXILIAR,Sin restricciones
0254,HIDROLOGIA,L+,PRESENCIAL,T-3,311,18:10,19:50,JU,CLAUDIO CESAR CASTAÑON CONTRERAS,SIN AUXILIAR,Ver Restricciones
0254,HIDROLOGIA,L-,PRESENCIAL,T-3,401,16:30,18:10,JU,CLAUDIO CESAR CASTAÑON CONTRERAS,SIN AUXILIAR,Ver Restricciones
0200,INGENIERIA ELECTRICA 1,_M,PRESENCIAL,T-1,LAB-ELEC,19:00,20:40,MA,BRIAN  ENRIQUE CHICOL  MORALES,SIN AUXILIAR,Sin restricciones
0366,ANALISIS INSTRUMENTAL,_M,PRESENCIAL,T-5,LAB-QUIM,14:00,16:30,JU,HELEN YESSENIA ESCOBAR RAMOS,SIN AUXILIAR,Sin restricciones
0006,IDIOMA TECNICO 1,M,PRESENCIAL,S-12,307,10:40,12:20,MA  JU,CARLOS LEONEL MUÑOZ LEMUS,SIN AUXILIAR,Ver Restricciones
0017,AREA SOCIAL HUMANISTICA 1,M,PRESENCIAL,S-12,408,09:00,09:50,LU MA  JU VI,PEDRO RAFAEL MORAN ARAGON,SIN AUXILIAR,Ver Restricciones
0039,DEPORTES 1,M,PRESENCIAL,T-3,317,11:30,12:20,MI,MARIO ENRIQUE RIVERA GONZALEZ,JOSÉ EMANUEL SALAZAR CANO,Ver Restricciones
0069,AREA TECNICA COMPLEMENTARIA 1,M,PRESENCIAL,S-11,105-DIB,09:00,10:40,MI,ANDREA SUSANA LÓPEZ RAMÍREZ,JULISSA PAMELA GARCÍA MORALES,Ver Restricciones
0101,AREA MATEMATICA BASICA 1,M,PRESENCIAL,S-12,408,07:10,08:50,LU MA MI  VI,EDER KEITH PAZ TIGUILA,EDGARD ABRAHAM GARCÍA CUTZ,Ver Restricciones
0103,AREA MATEMATICA BASICA 2,M,PRESENCIAL,T-3,111,13:10,14:50,LU MA MI  VI,SILVIA PATRICIA HURTARTE HERNANDEZ,DILAN CARLOS ROLANDO GARCÍA MÉNDEZ,Sin restricciones
0112,AREA MATEMATICA INTERMEDIA 2,M,PRESENCIAL,T-3,209,14:00,14:50,LU MA MI  VI,FRANCISCO JAVIER GARCIA FLORES,JORGE PABLO ORTIZ SOTO,Sin restricciones
0114,AREA MATEMATICA INTERMEDIA 3,M,PRESENCIAL,T-3,209,14:50,15:40,LU MA MI  VI,FRANCISCO JAVIER GARCIA FLORES,JORGE PABLO ORTIZ SOTO,Sin restricciones
0288,INTRODUCCION AL ESTUDIO DE IMPACTO AMBIENTAL,M,SEMIPRESENCIAL,HIBR,VIRTUAL,16:30,17:20,LU  MI  VI,PABLO CESAR ANÍBAL SARAVIA SOLARES,SIN AUXILIAR,Sin restricciones
0390,TERMODINAMICA 1,M,PRESENCIAL,T-7,301,13:10,14:00,LU  MI  VI,ESDRAS FELICIANO MIRANDA OROZCO,SIN AUXILIAR,Sin restricciones
0440,MICROBIOLOGIA,M,PRESENCIAL,T-5,302,15:40,16:30,LU  MI  VI,PABLO ENRIQUE MORALES PANIAGUA,SIN AUXILIAR,Sin restricciones
0452,CIENCIA DE LOS MATERIALES,M,PRESENCIAL,T-7,202,13:10,14:00,LU  MI  VI,RIGOBERTO RAFAEL SANDOVAL LOPEZ,SIN AUXILIAR,Sin restricciones
0504,MOTORES DE COMBUSTION INTERNA,M,PRESENCIAL,T-7,106,14:00,14:50,LU  MI  VI,BYRON GIOVANNI PALACIOS COLINDRES,SIN AUXILIAR,Sin restricciones
0603,INVESTIGACION DE OPERACIONES II,M,PRESENCIAL,T-3,411,14:00,14:50,LU  MI  VI,VICTOR MANUEL AVILA SARMIENTO,SIN AUXILIAR,Sin restricciones
0658,ADMINISTRACION DE PERSONAL,M,SEMIPRESENCIAL,HIBR,VIRTUAL,19:00,19:50,LU  MI  VI,MIRIAM PATRICIA RUBIO CONTRERAS DE AKU,SIN AUXILIAR,Sin restricciones
0664,LEGISLACION 2,M,PRESENCIAL,T-3,113,16:30,17:20,MA  JU,NANCY MARIA GUTIERREZ SAMAYOA,SIN AUXILIAR,Sin restricciones
0672,FUNDAMENTOS DE ADMINISTRACION,M,SEMIPRESENCIAL,MEET,VIRTUAL,13:10,14:00,LU  MI  VI,KAREN NATALIE MEINICKE PALACIOS,SIN AUXILIAR,Sin restricciones
0708,PREPARACION Y EVALUACION DE PROYECTOS 2,M,PRESENCIAL,T-1,L-II-1,17:20,18:10,LU  MI  VI,ISMAEL HOMERO JEREZ GONZALEZ,SIN AUXILIAR,Sin restricciones
2001,PRACTICAS FINALES INGENIERIA CIVIL,M,PRESENCIAL,EPS,EPS-1,20:40,21:30,MA,JUAN MERCK COS,SIN AUXILIAR,Sin restricciones
2025,PRACTICAS INICIALES,M,PRESENCIAL,T-3,411,13:10,14:50,JU,EDWIN ESTUARDO SARCEÑO ZEPEDA,SIN AUXILIAR,Ver Restricciones
2036,PRACTICAS INTERMEDIAS,M,PRESENCIAL,T-3,214,14:00,15:40,MA,EDWIN ESTUARDO SARCEÑO ZEPEDA,SIN AUXILIAR,Ver Restricciones
3658,ADMINISTRACION DE PERSONAL (DIPLOMADO),M,SEMIPRESENCIAL,HIBR,VIRTUAL,19:00,19:50,LU  MI  VI,MIRIAM PATRICIA RUBIO CONTRERAS DE AKU,SIN AUXILIAR,Sin restricciones
3664,LEGISLACION 2 (DIPLOMADO),M,PRESENCIAL,T-3,113,16:30,17:20,MA  JU,NANCY MARIA GUTIERREZ SAMAYOA,SIN AUXILIAR,Sin restricciones
7983,SEMINARIO DE INVESTIGACION E.P.S. MECANICA,M,PRESENCIAL,T-3,313,16:30,17:20,LU  MI,EDWIN ESTUARDO SARCEÑO ZEPEDA,SIN AUXILIAR,Sin restricciones
0390,TERMODINAMICA 1,M,PRESENCIAL,T-7,301,14:00,14:50,MA  JU,LUIS EDUARDO CORONADO NOJ,SIN AUXILIAR,Sin restricciones
0603,INVESTIGACION DE OPERACIONES II,M,PRESENCIAL,T-3,411,14:50,15:40,MA  JU,VICTOR MANUEL AVILA SARMIENTO,SIN AUXILIAR,Sin restricciones
0658,ADMINISTRACION DE PERSONAL,M,PRESENCIAL,T-3,401,13:50,15:30,SA,YESSICA ROSMERY CHAMALE NIÑOS,SIN AUXILIAR,Sin restricciones
3658,ADMINISTRACION DE PERSONAL (DIPLOMADO),M,PRESENCIAL,T-3,401,13:50,15:30,SA,YESSICA ROSMERY CHAMALE NIÑOS,SIN AUXILIAR,Sin restricciones
7983,SEMINARIO DE INVESTIGACION E.P.S. MECANICA,M,SEMIPRESENCIAL,MEET,VIRTUAL,17:20,18:10,MI,DIANA ORALIA SALGUERO ESPANA,SIN AUXILIAR,Sin restricciones
0348,QUIMICA GENERAL 1,M+,PRESENCIAL,S-12,404,09:50,10:40,LU MA  JU VI,EDGAR GAMALIEL DE LEON HERNANDEZ,SIN AUXILIAR,Ver Restricciones
0662,LEGISLACION 1,M+,PRESENCIAL,T-3,209,15:40,16:30,MA  JU,YOCASTA  IVANOBLA ORTIZ DEL CID,SIN AUXILIAR,Ver Restricciones
3662,LEGISLACION 1 (DIPLOMADO),M+,PRESENCIAL,T-3,209,15:40,16:30,MA  JU,YOCASTA  IVANOBLA ORTIZ DEL CID,SIN AUXILIAR,Ver Restricciones
0348,QUIMICA GENERAL 1,M-,PRESENCIAL,S-12,408,09:50,10:40,LU MA  JU VI,BYRON RENE AGUILAR UCK,SIN AUXILIAR,Ver Restricciones
0662,LEGISLACION 1,M-,PRESENCIAL,T-3,109,15:40,16:30,MA  JU,NANCY MARIA GUTIERREZ SAMAYOA,SIN AUXILIAR,Ver Restricciones
3662,LEGISLACION 1 (DIPLOMADO),M-,PRESENCIAL,T-3,109,15:40,16:30,MA  JU,NANCY MARIA GUTIERREZ SAMAYOA,SIN AUXILIAR,Ver Restricciones
0348,QUIMICA GENERAL 1,M1,PRESENCIAL,T-5,LAB-Q1,10:40,12:20,LU,DIANA ALEJANDRA PACAY GARCÍA,SIN AUXILIAR,Sin restricciones
0348,QUIMICA GENERAL 1,M2,PRESENCIAL,T-5,LAB-Q1,14:00,15:40,LU,TANNIA MAGALY DE LEON MORAN,SIN AUXILIAR,Sin restricciones
0348,QUIMICA GENERAL 1,M3,PRESENCIAL,T-5,LAB-Q1,10:40,12:20,LU,DIANA ALEJANDRA PACAY GARCÍA,SIN AUXILIAR,Sin restricciones
0348,QUIMICA GENERAL 1,M4,PRESENCIAL,T-5,LAB-Q2,14:00,15:40,LU,TANNIA MAGALY DE LEON MORAN,SIN AUXILIAR,Sin restricciones
0522,PROCESOS DE MANUFACTURA 2,.N,PRESENCIAL,T-7,CNC,15:40,17:20,MI,VICTOR MANUEL RUIZ HERNANDEZ,SIN AUXILIAR,Sin restricciones
0080,TOPOGRAFIA 1,_N,SEMIPRESENCIAL,MEET,VIRTUAL,16:20,18:00,SA,JORGE MIGUEL MALDONADO ACEVEDO,SIN AUXILIAR,Sin restricciones
0082,TOPOGRAFIA 2,_N,SEMIPRESENCIAL,MEET,VIRTUAL,13:50,15:30,SA,JORGE MIGUEL MALDONADO ACEVEDO,SIN AUXILIAR,Sin restricciones
0200,INGENIERIA ELECTRICA 1,_N,PRESENCIAL,T-1,LAB ELEC,18:10,19:50,MA,BAYRON ARMANDO CUYAN CULAJAY,SIN AUXILIAR,Sin restricciones
0212,CONVERSION DE ENERGIA ELECTROMECANICA 1,_N,PRESENCIAL,T-1,LAB-MAQ,16:30,18:10,LU,JOSÉ LUIS MENDÓZA ALVARADO,SIN AUXILIAR,Sin restricciones
0214,MAQUINAS ELECTRICAS,_N,PRESENCIAL,T-1,LAB-MAQ,19:00,20:40,MA,JUAN CARLOS MORATAYA RAMOS,SIN AUXILIAR,Sin restricciones
0219,TRANSMISION Y DISTRIBUCION,_N,SEMIPRESENCIAL,MEET,VIRTUAL,19:00,20:40,MA,EDGAR  ESTUARDO CHAJ  RAMIREZ,SIN AUXILIAR,Sin restricciones
0219,TRANSMISION Y DISTRIBUCION,_N,SEMIPRESENCIAL,MEET,VIRTUAL,17:20,18:10,JU,EDGAR  ESTUARDO CHAJ  RAMIREZ,SIN AUXILIAR,Sin restricciones
0220,ANALISIS DE SISTEMAS DE POTENCIA 1,_N,SEMIPRESENCIAL,HIBR,VIRTUAL,17:20,19:00,MA,EDGAR  ESTUARDO CHAJ  RAMIREZ,SIN AUXILIAR,Sin restricciones
0220,ANALISIS DE SISTEMAS DE POTENCIA 1,_N,SEMIPRESENCIAL,HIBR,VIRTUAL,19:00,20:40,JU,EDGAR  ESTUARDO CHAJ  RAMIREZ,SIN AUXILIAR,Sin restricciones
0224,ALTA TENSION,_N,PRESENCIAL,T-1,LAB-ELEC,08:50,10:30,SA,EDGAR  ESTUARDO CHAJ  RAMIREZ,SIN AUXILIAR,Sin restricciones
0238,AUTOMATIZACION INDUSTRIAL,_N,SEMIPRESENCIAL,HIBR,VIRTUAL,15:40,16:30,MA,SAUL CABEZAS DURAN,SIN AUXILIAR,Sin restricciones
0238,AUTOMATIZACION INDUSTRIAL,_N,SEMIPRESENCIAL,HIBR,VIRTUAL,15:40,17:20,JU,SAUL CABEZAS DURAN,SIN AUXILIAR,Sin restricciones
0311,ANALISIS ESTRUCTURAL,_N,SEMIPRESENCIAL,MEET,VIRTUAL,19:00,19:50,MA,CARLOS ANDRES PÉREZ TORRES,SIN AUXILIAR,Sin restricciones
0314,CONCRETO ARMADO 1,_N,PRESENCIAL,EXT,PREFAB,14:00,14:50,MA,YEFRY VALENTIN ROSALES JUAREZ,SIN AUXILIAR,Sin restricciones
0316,CONCRETO ARMADO 2,_N,PRESENCIAL,EXT,PREFAB,14:50,15:40,MI,YEFRY VALENTIN ROSALES JUAREZ,SIN AUXILIAR,Sin restricciones
0322,DISE\O ESTRUCTURAL 1,_N,SEMIPRESENCIAL,MEET,VIRTUAL,19:00,19:50,JU,CARLOS ANDRES PÉREZ TORRES,SIN AUXILIAR,Sin restricciones
0324,DISE\O ESTRUCTURAL 2,_N,SEMIPRESENCIAL,MEET,VIRTUAL,14:50,15:40,JU,LUIS ESTUARDO SARAVIA RAMIREZ,SIN AUXILIAR,Sin restricciones
0366,ANALISIS INSTRUMENTAL,_N,PRESENCIAL,T-5,LAB-QUIM,14:00,16:30,MA,INGRID LORENA BENITEZ PACHECO,SIN AUXILIAR,Sin restricciones
0440,MICROBIOLOGIA,_N,PRESENCIAL,T-5,LAB-MIC,17:20,20:40,MA,CARLOS SALVADOR WONG DAVI,SIN AUXILIAR,Sin restricciones
0009,IDIOMA TECNICO 3,N,SEMIPRESENCIAL,HIBR,VIRTUAL,14:00,15:40,LU  MI,ERICKA NATHALIE LOPEZ TORRES,SIN AUXILIAR,Sin restricciones
0011,IDIOMA TECNICO 4,N,PRESENCIAL,T-3,402,14:50,15:40,LU MA MI JU,HELEN JEANNETH MARTINEZ SUM,MARÍA PAULA LIGNYE LOYO MIRANDA,Sin restricciones
0017,AREA SOCIAL HUMANISTICA 1,N,PRESENCIAL,T-3,110,14:00,14:50,LU MA MI  VI,ANA VELA CASTRO MELLADO,LUIS ANDRÉS SAMAYOA PORTILLO,Ver Restricciones
0027,BIOLOGIA,N,PRESENCIAL,T-3,211,17:20,18:10,LU  MI  VI,PABLO ENRIQUE MORALES PANIAGUA,SIN AUXILIAR,Sin restricciones
0028,ECOLOGIA,N,PRESENCIAL,T-3,401,14:00,14:50,LU  MI  VI,GERARDO ORDONEZ,GRICELDA TOMASA PÉREZ AGUILAR,Sin restricciones
0030,GEOGRAFIA,N,SEMIPRESENCIAL,HIBR,VIRTUAL,19:00,20:40,JU,ALAN GIOVANI COSILLO PINTO,GABRIELA ARACELY GARCIA ESTRADA,Sin restricciones
0039,DEPORTES 1,N,PRESENCIAL,T-3,317,16:30,17:20,JU,NOEL JOEL GRAMAJO MONTERROSO,BRYAN ESTUARDO DE LEÓN ESTRADA,Ver Restricciones
0060,TALLER DE SIST DE INF GEOGRAFICA,N,SEMIPRESENCIAL,HIBR,VIRTUAL,18:10,19:00,LU  MI  VI,PABLO FERNANDO SANTOS SAMAYOA,SIN AUXILIAR,Sin restricciones
0069,AREA TECNICA COMPLEMENTARIA 1,N,PRESENCIAL,S-11,106-DIB,14:00,15:40,JU,ALLEN EDUARDO RAMIREZ TOLEDO,LESLY MELISSA SIQUE SANTOS,Ver Restricciones
0073,DIBUJO TECNICO MECANICO,N,SEMIPRESENCIAL,MEET,VIRTUAL,19:00,19:50,LU,ESDRAS FELICIANO MIRANDA OROZCO,SIN AUXILIAR,Sin restricciones
0080,TOPOGRAFIA 1,N,SEMIPRESENCIAL,HIBR,VIRTUAL,19:50,20:40,LU  MI  VI,BRYAN ALEJANDRO CASTAÑON MARTINEZ,SIN AUXILIAR,Sin restricciones
0082,TOPOGRAFIA 2,N,SEMIPRESENCIAL,HIBR,VIRTUAL,19:00,19:50,LU  MI  VI,FERNANDO AMILCAR BOITON VELASQUEZ,SIN AUXILIAR,Sin restricciones
0084,TOPOGRAFIA 3,N,SEMIPRESENCIAL,HIBR,VIRTUAL,17:20,18:10,LU  MI  VI,JORGE ALEJANDRO AREVALO VALDEZ,SIN AUXILIAR,Sin restricciones
0090,PROGRAMACION DE COMPUTADORAS 1,N,SEMIPRESENCIAL,HIBR,VIRTUAL,13:10,14:00,LU    VI,WILLIAM ESTUARDO ESCOBAR ARGUETA,MARIO ERNESTO MARROQUIN PEREZ,Sin restricciones
0092,PROGRAMACION DE COMPUTADORAS 2,N,SEMIPRESENCIAL,MEET,VIRTUAL,16:30,17:20,LU  MI,HERMAN IGOR VELIZ LINARES,UZZI LIBNI AARON PINEDA SOLORZANO,Sin restricciones
0101,AREA MATEMATICA BASICA 1,N,PRESENCIAL,T-3,110,14:50,16:30,LU MA MI  VI,MARIO RENE DE LEON GARCIA,ABEL ALEJANDRO SALGUERO UCELO,Ver Restricciones
0103,AREA MATEMATICA BASICA 2,N,PRESENCIAL,T-3,309,14:50,16:30,LU MA MI  VI,GUSTAVO ADOLFO SANTOS OROZCO,EDWIN JOSUÉ CASTILLO MENÉNDEZ,Sin restricciones
0107,AREA MATEMATICA INTERMEDIA 1,N,PRESENCIAL,T-3,111,14:50,16:30,LU MA MI  VI,NERY AMILCAR MEJIA GODINEZ,DIANA LISSETH MORALES MORALES,Sin restricciones
0112,AREA MATEMATICA INTERMEDIA 2,N,PRESENCIAL,T-7,101,14:50,15:40,LU MA MI  VI,OSCAR ALBERTO MARTINEZ LOBOS,JOSÉ DANIEL FUENTES OROZCO,Sin restricciones
0114,AREA MATEMATICA INTERMEDIA 3,N,PRESENCIAL,T-7,101,15:40,16:30,LU MA MI  VI,OSCAR ALBERTO MARTINEZ LOBOS,JOSÉ DANIEL FUENTES OROZCO,Sin restricciones
0116,MATEMATICA APLICADA 3,N,PRESENCIAL,T-3,109,14:00,14:50,LU  MI  VI,RENALDO GIRON ALVARADO,BRAYAN ALEXANDER MEJÍA BARRIENTOS,Sin restricciones
0118,MATEMATICA APLICADA 1,N,PRESENCIAL,T-3,213,16:30,17:20,LU  MI  VI,DOUGLAS KENEDY ROMAN AVILA,WILBER STEVEN ZUÑIGA RUANO,Sin restricciones
0120,MATEMATICA APLICADA 2,N,PRESENCIAL,T-3,312,15:40,16:30,LU  MI  VI,JOSE MARIA SAQUIMUX CANASTUJ,HERIBERTO ALEJANDRO VELÁSQUEZ Y VELÁSQUEZ,Sin restricciones
0122,MATEMATICA APLICADA 4,N,PRESENCIAL,T-3,414,14:50,15:40,LU  MI  VI,CARLOS AUGUSTO MORALES SANTACRUZ,EDVIN YAHIR PERNILLO MORATAYA,Sin restricciones
0123,MATEMATICA APLICADA 5,N,PRESENCIAL,T-3,312,16:30,17:20,LU  MI  VI,JOSE MARIA SAQUIMUX CANASTUJ,HERIBERTO ALEJANDRO VELÁSQUEZ Y VELÁSQUEZ,Sin restricciones
0150,FISICA 1,N,PRESENCIAL,T-3,215,13:10,14:00,LU  MI JU VI,AMAHAN SANCHEZ ALVAREZ,OSCAR GIOVANNI HERNÁNDEZ CARIAS,Sin restricciones
0152,FISICA 2,N,PRESENCIAL,T-3,309,14:00,14:50,LU MA MI  VI,CLAUDIA CECILIA CONTRERAS FOLGAR DE ALFARO,OSCAR GIOVANNI HERNÁNDEZ CARIAS,Sin restricciones
0154,FISICA 3,N,PRESENCIAL,T-3,105,17:20,18:10,LU  MI JU VI,ERICK ESTUARDO HERNANDEZ GARCIA,MARGARITA LETICIA AJPOP SIPAC,Sin restricciones
0156,FISICA 4,N,PRESENCIAL,T-3,215,14:00,14:50,LU MA MI  VI,AMAHAN SANCHEZ ALVAREZ,OSCAR GIOVANNI HERNÁNDEZ CARIAS,Sin restricciones
0172,MECANICA ANALITICA 2,N,PRESENCIAL,T-3,305,14:50,15:40,LU MA MI  VI,CALIXTO SANTIAGO MONTEAGUDO CORDERO,ANGEL FERNANDO NAJERA CON,Sin restricciones
0196,CALIDAD DEL AIRE,N,SEMIPRESENCIAL,HIBR,VIRTUAL,18:10,19:50,MA  JU,PABLO CESAR ANÍBAL SARAVIA SOLARES,SIN AUXILIAR,Sin restricciones
0198,CALIDAD DEL AGUA,N,SEMIPRESENCIAL,HIBR,VIRTUAL,18:10,19:00,LU  MI  VI,JORGE MARIO ESTRADA ASTURIAS,SIN AUXILIAR,Sin restricciones
0201,INSTALACIONES ELECTRICAS (CIVIL),N,SEMIPRESENCIAL,HIBR,VIRTUAL,14:00,15:40,MA,BRIAN  ENRIQUE CHICOL  MORALES,SIN AUXILIAR,Sin restricciones
0201,INSTALACIONES ELECTRICAS (CIVIL),N,SEMIPRESENCIAL,HIBR,VIRTUAL,14:00,14:50,LU,BRIAN  ENRIQUE CHICOL  MORALES,SIN AUXILIAR,Sin restricciones
0202,INGENIERIA ELECTRICA 2,N,SEMIPRESENCIAL,HIBR,VIRTUAL,16:30,17:20,LU  MI  VI,JULIO ROLANDO BARRIOS ARCHILA,SIN AUXILIAR,Sin restricciones
0204,CIRCUITOS ELECTRICOS 1,N,PRESENCIAL,T-3,114,14:50,15:40,LU  MI  VI,OTTO FERNANDO ANDRINO GONZALEZ,SIN AUXILIAR,Sin restricciones
